date,time,pickup_location,dropoff_location,trip_distance_km,trip_duration_min,surge_multiplier,driver_utilization_percent,weather_condition,dispatching_base_number,fare_amount,trip_frequency_bucket
13-10-2022,12:32,Charminar,Madhapur,17.78,52.38,2.16,90,Rain,HYD003,819.79,High
13-10-2022,14:56,Hitech City,Jubilee Hills,4.52,13.38,1.2,73,Cloudy,HYD005,157.18,Low
13-10-2022,14:46,Secunderabad,Madhapur,14.56,35.12,1.18,84,Clear,HYD004,361.89,Low
13-10-2022,16:38,Charminar,Secunderabad,13.82,28.3,1.09,84,Clear,HYD001,310.42,Low
13-10-2022,19:10,Kukatpally,Madhapur,6.7,15.73,1.71,44,Clear,HYD004,295.13,Medium
13-10-2022,07:59,Banjara Hills,Kukatpally,12.48,25.92,1.29,91,Clear,HYD001,341.78,Low
13-10-2022,17:32,Hitech City,Jubilee Hills,4.86,12.34,1.65,90,Clear,HYD002,227.68,Medium
13-10-2022,18:32,Banjara Hills,Gachibowli,14.18,40.58,1.63,46,Clear,HYD002,501.28,Medium
13-10-2022,09:19,LB Nagar,Hitech City,31.43,88.84,1.85,71,Clear,HYD004,1160.76,Medium
13-10-2022,19:30,Gachibowli,Miyapur,8.84,27.33,2.0,45,Clear,HYD002,429.4,Medium
13-10-2022,11:51,Ameerpet,Miyapur,15.38,35.45,1.14,60,Cloudy,HYD002,360.4,Low
14-10-2022,19:30,Kukatpally,Hitech City,7.0,12.71,2.08,53,Clear,HYD002,344.32,High
14-10-2022,17:47,LB Nagar,Charminar,11.61,27.83,1.85,78,Clear,HYD005,470.3,Medium
14-10-2022,21:56,Gachibowli,Ameerpet,14.3,43.16,1.13,46,Clear,HYD004,358.92,Low
14-10-2022,08:23,Begumpet,Miyapur,18.63,41.53,1.93,46,Clear,HYD003,747.38,Medium
14-10-2022,21:46,Ameerpet,Hitech City,10.3,22.72,1.26,51,Clear,HYD001,278.2,Low
14-10-2022,20:27,Jubilee Hills,LB Nagar,22.66,57.96,1.08,64,Cloudy,HYD004,509.72,Low
14-10-2022,12:52,Hitech City,Ameerpet,9.67,22.81,1.28,70,Clear,HYD003,284.21,Low
14-10-2022,15:00,Madhapur,Begumpet,10.56,24.21,1.08,67,Clear,HYD002,260.81,Low
14-10-2022,08:06,Banjara Hills,Secunderabad,9.12,18.23,1.76,74,Clear,HYD005,354.21,Medium
14-10-2022,10:21,LB Nagar,Banjara Hills,18.76,32.9,2.02,94,Cloudy,HYD001,728.88,Medium
14-10-2022,20:04,Hitech City,Banjara Hills,11.9,28.13,1.16,44,Clear,HYD002,296.77,Low
14-10-2022,11:11,Kukatpally,Hitech City,7.46,20.55,1.18,43,Clear,HYD005,213.77,Low
14-10-2022,18:46,Kukatpally,Madhapur,7.43,17.23,1.96,72,Clear,HYD005,345.4,Medium
14-10-2022,10:32,Charminar,Madhapur,17.89,43.91,1.53,55,Clear,HYD004,574.59,Medium
14-10-2022,21:54,Kukatpally,Miyapur,8.03,22.72,1.26,49,Clear,HYD002,243.14,Low
14-10-2022,06:18,Madhapur,Ameerpet,8.41,26.41,1.23,52,Clear,HYD005,246.05,Low
14-10-2022,18:08,Kukatpally,Madhapur,6.22,14.98,2.27,78,Rain,HYD001,357.46,High
14-10-2022,13:30,LB Nagar,Gachibowli,32.0,98.95,1.41,67,Cloudy,HYD002,879.08,Low
14-10-2022,08:51,Ameerpet,Kukatpally,9.88,31.83,2.62,62,Rain,HYD003,629.73,High
14-10-2022,19:22,Charminar,Gachibowli,22.81,42.81,1.93,55,Clear,HYD001,824.68,Medium
14-10-2022,21:52,Miyapur,LB Nagar,32.0,65.25,1.25,68,Clear,HYD002,752.67,Low
14-10-2022,08:29,Gachibowli,Hitech City,4.75,9.71,1.62,83,Clear,HYD002,209.79,Medium
14-10-2022,08:25,Charminar,Madhapur,18.11,42.3,1.69,47,Clear,HYD004,599.28,Medium
14-10-2022,16:53,Kukatpally,LB Nagar,28.71,52.39,1.27,65,Cloudy,HYD003,670.82,Low
14-10-2022,06:22,Kukatpally,Gachibowli,12.93,28.55,1.12,58,Clear,HYD005,305.02,Low
14-10-2022,21:40,Madhapur,Secunderabad,15.05,27.89,1.28,43,Clear,HYD002,397.9,Low
14-10-2022,15:19,LB Nagar,Kukatpally,27.26,73.09,1.2,95,Clear,HYD001,666.74,Low
14-10-2022,04:21,Charminar,Gachibowli,20.42,48.66,1.17,85,Clear,HYD004,490.63,Low
14-10-2022,11:36,Banjara Hills,Hitech City,11.53,20.16,1.02,57,Clear,HYD005,238.6,Low
14-10-2022,16:57,Charminar,Madhapur,17.16,36.9,1.1,56,Clear,HYD004,390.17,Low
15-10-2022,05:28,Madhapur,Kukatpally,6.7,12.42,1.65,64,Clear,HYD005,267.24,Medium
15-10-2022,11:44,Hitech City,Charminar,20.69,54.09,1.4,92,Cloudy,HYD002,568.08,Medium
15-10-2022,23:35,Banjara Hills,Hitech City,10.27,18.54,1.43,49,Clear,HYD002,311.86,Medium
15-10-2022,21:37,Jubilee Hills,Ameerpet,5.85,16.32,1.53,94,Cloudy,HYD002,242.89,Medium
15-10-2022,10:32,Madhapur,Kukatpally,7.46,19.57,2.27,49,Clear,HYD004,415.21,High
15-10-2022,18:50,Gachibowli,Begumpet,17.54,31.17,1.79,94,Clear,HYD005,613.23,High
15-10-2022,17:25,Charminar,Secunderabad,11.96,26.21,1.75,92,Clear,HYD001,440.34,High
15-10-2022,06:19,Ameerpet,Begumpet,2.36,4.76,1.54,83,Cloudy,HYD001,143.93,Medium
15-10-2022,18:40,Gachibowli,Kukatpally,12.65,25.41,1.79,78,Clear,HYD005,476.26,High
15-10-2022,22:45,Secunderabad,Hitech City,18.06,32.84,1.49,84,Clear,HYD001,507.13,Medium
15-10-2022,21:18,Banjara Hills,Hitech City,11.0,34.16,1.5,62,Cloudy,HYD001,380.86,Medium
15-10-2022,06:46,Secunderabad,Ameerpet,6.65,21.14,1.59,44,Cloudy,HYD002,286.84,Medium
15-10-2022,17:37,Hitech City,Jubilee Hills,5.37,16.64,2.07,48,Clear,HYD002,306.48,High
15-10-2022,08:14,Charminar,LB Nagar,11.67,25.91,2.66,67,Rain,HYD004,695.75,High
15-10-2022,11:34,Miyapur,Begumpet,18.7,49.09,1.35,40,Clear,HYD003,510.17,Medium
15-10-2022,16:40,Jubilee Hills,Madhapur,3.37,5.95,1.51,51,Clear,HYD001,155.49,Medium
15-10-2022,20:56,Kukatpally,Banjara Hills,11.28,21.8,1.53,58,Clear,HYD005,382.14,Medium
15-10-2022,20:45,Banjara Hills,Jubilee Hills,6.67,12.46,1.42,56,Cloudy,HYD002,224.11,Medium
15-10-2022,12:33,Gachibowli,LB Nagar,32.0,76.45,1.54,72,Clear,HYD005,968.53,Medium
15-10-2022,22:31,LB Nagar,Charminar,12.46,30.05,1.36,83,Clear,HYD003,360.35,Medium
15-10-2022,19:19,Charminar,Kukatpally,21.76,67.42,2.5,40,Rain,HYD001,1136.67,High
15-10-2022,19:44,Ameerpet,Madhapur,9.17,25.81,1.99,83,Clear,HYD004,443.11,High
15-10-2022,16:17,Jubilee Hills,Ameerpet,6.04,12.46,1.39,67,Clear,HYD001,210.74,Medium
15-10-2022,22:03,Begumpet,Charminar,12.94,33.74,1.48,50,Clear,HYD004,428.56,Medium
15-10-2022,16:41,Banjara Hills,LB Nagar,19.65,40.16,1.58,57,Cloudy,HYD002,609.5,Medium
15-10-2022,14:04,Miyapur,Hitech City,8.62,20.2,1.43,65,Clear,HYD004,280.96,Medium
15-10-2022,21:06,Banjara Hills,Charminar,9.56,22.05,1.33,46,Clear,HYD003,286.18,Medium
15-10-2022,07:31,Charminar,Madhapur,16.78,30.9,1.51,89,Clear,HYD004,509.13,Medium
15-10-2022,11:25,Banjara Hills,Hitech City,12.24,21.31,1.65,54,Clear,HYD001,417.67,Medium
15-10-2022,13:09,Begumpet,Ameerpet,2.42,6.03,1.52,54,Clear,HYD003,140.44,Medium
15-10-2022,16:54,Jubilee Hills,Ameerpet,6.03,11.26,1.45,50,Clear,HYD001,221.84,Medium
15-10-2022,18:49,Charminar,Banjara Hills,8.89,24.76,2.05,42,Clear,HYD005,436.14,High
15-10-2022,08:58,Begumpet,Charminar,12.54,21.8,2.05,83,Cloudy,HYD001,516.83,High
15-10-2022,08:46,Madhapur,Secunderabad,16.99,50.59,2.36,63,Cloudy,HYD003,827.33,High
15-10-2022,15:30,Banjara Hills,Miyapur,19.15,52.26,1.35,83,Clear,HYD001,517.07,Medium
16-10-2022,02:19,Secunderabad,Miyapur,24.41,54.43,1.74,48,Cloudy,HYD004,856.3,Medium
16-10-2022,02:15,Madhapur,Banjara Hills,9.68,21.18,1.85,43,Clear,HYD005,389.23,Medium
16-10-2022,08:53,Kukatpally,Madhapur,6.85,21.06,2.21,64,Cloudy,HYD002,386.43,High
16-10-2022,11:31,Begumpet,Miyapur,16.55,51.7,1.68,51,Clear,HYD005,607.94,Medium
16-10-2022,14:21,Jubilee Hills,Miyapur,13.57,30.39,1.28,78,Clear,HYD004,368.36,Medium
16-10-2022,09:25,Madhapur,Begumpet,11.38,21.32,2.12,79,Cloudy,HYD003,494.83,High
16-10-2022,09:52,Charminar,Gachibowli,22.15,40.07,1.91,89,Clear,HYD002,779.71,High
16-10-2022,07:09,Begumpet,Madhapur,10.99,23.99,1.63,90,Clear,HYD002,402.64,Medium
16-10-2022,11:15,Gachibowli,Hitech City,4.6,14.46,1.66,69,Clear,HYD005,227.48,Medium
16-10-2022,08:42,Jubilee Hills,Miyapur,13.96,25.45,2.02,69,Clear,HYD001,557.02,High
16-10-2022,01:44,Kukatpally,Jubilee Hills,8.14,17.56,2.31,95,Rain,HYD003,454.47,High
16-10-2022,08:04,Madhapur,Gachibowli,6.53,15.67,2.2,65,Clear,HYD002,363.99,High
16-10-2022,20:12,Charminar,Banjara Hills,9.43,19.09,1.49,64,Clear,HYD004,325.34,Medium
16-10-2022,02:38,Secunderabad,Charminar,13.02,35.29,2.46,47,Rain,HYD003,710.63,High
16-10-2022,23:44,Ameerpet,Kukatpally,9.12,18.84,1.59,81,Clear,HYD002,315.37,Medium
16-10-2022,07:19,Secunderabad,Jubilee Hills,12.78,33.63,1.58,61,Clear,HYD002,448.09,Medium
16-10-2022,08:10,Ameerpet,Hitech City,9.47,21.1,2.62,66,Rain,HYD004,555.17,High
16-10-2022,10:53,Secunderabad,Hitech City,17.02,39.59,1.86,72,Clear,HYD001,670.55,Medium
16-10-2022,09:34,Madhapur,Hitech City,2.0,4.52,1.83,48,Clear,HYD002,151.35,High
16-10-2022,10:10,LB Nagar,Gachibowli,32.0,88.99,1.83,69,Clear,HYD005,1188.61,Medium
16-10-2022,10:46,Hitech City,Ameerpet,10.23,22.51,2.21,86,Clear,HYD003,500.5,High
16-10-2022,12:55,Banjara Hills,Miyapur,20.59,52.57,2.48,88,Rain,HYD005,1063.11,High
16-10-2022,09:59,Ameerpet,Charminar,13.35,26.91,2.21,72,Cloudy,HYD003,599.31,High
16-10-2022,08:32,Ameerpet,Jubilee Hills,5.67,15.86,1.98,66,Clear,HYD005,295.68,High
16-10-2022,15:59,Hitech City,Ameerpet,10.57,23.44,2.05,71,Rain,HYD004,482.48,High
16-10-2022,12:58,LB Nagar,Begumpet,21.71,68.94,1.42,49,Clear,HYD005,646.43,Medium
16-10-2022,21:46,Hitech City,Madhapur,2.0,4.34,1.44,55,Clear,HYD004,117.68,Medium
16-10-2022,06:54,Begumpet,Madhapur,9.86,20.88,1.57,54,Clear,HYD004,342.43,Medium
16-10-2022,17:59,Charminar,Jubilee Hills,15.42,26.44,1.84,49,Cloudy,HYD003,550.5,High
16-10-2022,16:16,Madhapur,Gachibowli,6.7,20.24,1.31,61,Clear,HYD001,228.98,Medium
16-10-2022,22:11,Kukatpally,Gachibowli,12.42,26.5,1.48,73,Clear,HYD002,400.83,Medium
16-10-2022,13:55,Ameerpet,Gachibowli,14.76,28.19,1.77,69,Clear,HYD001,548.93,Medium
16-10-2022,08:12,Kukatpally,Charminar,22.05,39.43,2.15,81,Clear,HYD003,864.11,High
16-10-2022,19:30,Ameerpet,Charminar,13.84,25.69,2.4,42,Clear,HYD004,683.76,High
16-10-2022,15:05,Begumpet,Secunderabad,4.63,15.08,1.46,88,Cloudy,HYD005,201.66,Medium
17-10-2022,20:49,Jubilee Hills,Hitech City,4.48,12.26,1.24,52,Clear,HYD003,163.18,Low
17-10-2022,08:59,Kukatpally,Banjara Hills,13.27,39.79,1.57,78,Clear,HYD002,477.49,Medium
17-10-2022,19:47,Gachibowli,Kukatpally,11.97,28.52,1.82,85,Clear,HYD002,487.75,Medium
17-10-2022,13:05,Hitech City,LB Nagar,31.53,59.42,1.26,93,Clear,HYD004,746.79,Low
17-10-2022,07:09,Charminar,Jubilee Hills,13.61,37.3,1.13,91,Clear,HYD003,341.96,Low
17-10-2022,18:12,Kukatpally,Jubilee Hills,8.99,25.4,1.61,62,Clear,HYD004,340.88,Medium
17-10-2022,05:37,Madhapur,Banjara Hills,9.8,24.61,1.14,63,Cloudy,HYD005,254.9,Low
17-10-2022,07:06,Jubilee Hills,Hitech City,5.39,9.51,1.35,45,Clear,HYD004,187.55,Low
17-10-2022,15:16,Kukatpally,Gachibowli,11.11,23.89,1.87,88,Rain,HYD004,446.39,Medium
17-10-2022,09:45,Gachibowli,Banjara Hills,14.43,46.12,1.71,50,Clear,HYD003,548.37,Medium
17-10-2022,08:47,Madhapur,Secunderabad,16.58,32.99,2.16,62,Rain,HYD001,712.0,High
17-10-2022,07:25,Kukatpally,Charminar,22.12,43.63,1.26,56,Cloudy,HYD002,552.88,Low
17-10-2022,17:12,Kukatpally,Gachibowli,10.72,31.13,1.74,57,Cloudy,HYD001,430.5,Medium
17-10-2022,17:03,Charminar,Secunderabad,12.68,22.33,1.73,87,Clear,HYD002,451.58,Medium
17-10-2022,08:05,Jubilee Hills,Kukatpally,7.89,18.1,1.78,69,Clear,HYD005,325.7,Medium
17-10-2022,15:55,Jubilee Hills,Madhapur,3.65,8.92,1.33,86,Clear,HYD002,157.76,Low
17-10-2022,08:38,Miyapur,Begumpet,16.62,32.03,1.98,51,Clear,HYD002,672.36,Medium
17-10-2022,14:25,Kukatpally,Begumpet,9.22,25.56,1.24,61,Clear,HYD004,258.96,Low
17-10-2022,15:35,LB Nagar,Banjara Hills,18.66,47.69,1.11,78,Clear,HYD004,420.98,Low
17-10-2022,07:39,Ameerpet,Begumpet,2.4,6.87,1.23,43,Clear,HYD005,117.57,Low
17-10-2022,20:18,Hitech City,Ameerpet,10.87,28.07,1.27,73,Clear,HYD005,316.1,Low
17-10-2022,09:44,Banjara Hills,Kukatpally,13.26,25.7,1.75,51,Clear,HYD004,462.38,Medium
17-10-2022,07:27,Madhapur,Hitech City,2.0,5.21,1.21,65,Clear,HYD001,105.15,Low
17-10-2022,02:05,Hitech City,Jubilee Hills,4.55,10.74,1.53,81,Clear,HYD004,199.19,Low
17-10-2022,10:52,Charminar,Ameerpet,14.08,31.58,1.75,87,Clear,HYD001,531.15,Medium
17-10-2022,19:23,Ameerpet,LB Nagar,21.72,52.92,2.04,69,Clear,HYD003,903.78,High
17-10-2022,06:28,Banjara Hills,Hitech City,11.04,31.77,1.19,86,Clear,HYD001,290.91,Low
17-10-2022,21:50,Ameerpet,Secunderabad,6.99,19.41,1.07,58,Cloudy,HYD003,185.85,Low
17-10-2022,07:35,Banjara Hills,LB Nagar,18.1,39.36,1.15,80,Clear,HYD001,415.82,Low
17-10-2022,05:25,Hitech City,Madhapur,2.0,4.5,1.16,94,Clear,HYD002,100.15,Low
18-10-2022,23:54,Kukatpally,Miyapur,7.84,18.9,1.17,71,Clear,HYD002,218.49,Low
18-10-2022,16:56,Ameerpet,Kukatpally,8.69,17.7,1.34,73,Cloudy,HYD002,261.58,Low
18-10-2022,09:51,Jubilee Hills,Charminar,15.11,36.46,1.67,94,Cloudy,HYD005,549.13,Medium
18-10-2022,17:28,Ameerpet,Jubilee Hills,5.58,13.52,2.04,92,Clear,HYD005,298.64,High
18-10-2022,22:41,Jubilee Hills,Kukatpally,9.62,20.83,1.19,49,Clear,HYD003,253.44,Low
18-10-2022,17:20,Hitech City,Secunderabad,17.45,50.79,2.14,83,Cloudy,HYD002,812.04,High
18-10-2022,08:43,LB Nagar,Kukatpally,29.12,60.68,1.73,56,Clear,HYD001,953.35,Medium
18-10-2022,11:44,Hitech City,Madhapur,2.0,5.65,1.14,68,Clear,HYD005,99.63,Low
18-10-2022,08:51,Madhapur,Banjara Hills,10.63,23.04,1.65,72,Clear,HYD003,373.54,Medium
18-10-2022,10:17,Begumpet,Miyapur,15.93,36.61,2.01,81,Cloudy,HYD003,667.05,Medium
18-10-2022,08:48,Madhapur,Hitech City,2.0,5.26,1.7,78,Clear,HYD001,144.65,Medium
18-10-2022,19:12,LB Nagar,Ameerpet,20.06,44.91,2.03,59,Cloudy,HYD002,796.35,High
18-10-2022,11:48,Miyapur,Hitech City,8.41,23.44,1.75,44,Rain,HYD005,350.53,High
18-10-2022,05:13,Miyapur,Hitech City,8.59,15.88,1.3,55,Clear,HYD005,249.52,Low
18-10-2022,15:24,LB Nagar,Hitech City,28.16,86.68,1.19,62,Cloudy,HYD004,675.01,Low
18-10-2022,17:47,Begumpet,Miyapur,16.26,28.28,2.41,44,Rain,HYD002,765.25,High
18-10-2022,19:17,Charminar,Hitech City,18.22,49.13,1.99,86,Cloudy,HYD005,737.18,Medium
18-10-2022,13:50,Jubilee Hills,Madhapur,3.33,6.8,1.38,40,Cloudy,HYD004,142.01,Low
18-10-2022,17:02,Miyapur,Charminar,25.52,72.41,2.75,90,Rain,HYD001,1449.76,High
18-10-2022,17:49,Secunderabad,Gachibowli,20.85,41.91,1.7,62,Clear,HYD001,695.43,Medium
18-10-2022,17:19,Secunderabad,Jubilee Hills,13.89,25.07,1.96,79,Cloudy,HYD002,530.76,Medium
18-10-2022,15:19,Miyapur,Gachibowli,8.12,14.41,1.29,62,Clear,HYD001,248.3,Low
18-10-2022,11:45,Hitech City,Kukatpally,7.15,15.71,1.23,51,Clear,HYD001,218.21,Low
18-10-2022,12:12,LB Nagar,Ameerpet,19.94,46.66,1.48,78,Clear,HYD001,597.79,Low
18-10-2022,06:13,Secunderabad,LB Nagar,15.89,41.88,1.17,80,Clear,HYD003,378.18,Low
18-10-2022,16:11,Begumpet,Jubilee Hills,8.14,25.79,1.28,70,Clear,HYD002,268.3,Low
18-10-2022,07:40,Miyapur,Hitech City,8.33,16.33,1.2,72,Clear,HYD005,224.65,Low
18-10-2022,21:24,Jubilee Hills,Banjara Hills,6.03,11.34,1.15,81,Clear,HYD003,174.59,Low
18-10-2022,16:46,Charminar,Begumpet,13.48,24.56,1.26,58,Clear,HYD003,351.42,Low
18-10-2022,10:40,Jubilee Hills,Miyapur,12.03,26.64,1.58,67,Clear,HYD004,397.32,Medium
19-10-2022,15:53,Kukatpally,Miyapur,8.33,14.61,1.03,58,Clear,HYD003,198.98,Low
19-10-2022,10:56,Ameerpet,Hitech City,10.89,19.83,1.71,94,Clear,HYD004,388.24,Medium
19-10-2022,12:46,Gachibowli,Hitech City,5.36,10.76,1.18,79,Clear,HYD002,162.99,Low
19-10-2022,19:04,Charminar,Secunderabad,14.18,43.14,1.91,76,Clear,HYD005,610.9,Medium
19-10-2022,10:36,Banjara Hills,Madhapur,10.38,26.43,1.68,81,Cloudy,HYD005,393.88,Medium
19-10-2022,17:28,Hitech City,Madhapur,2.0,5.86,1.83,41,Cloudy,HYD004,161.18,Medium
19-10-2022,18:31,Ameerpet,Charminar,13.72,35.81,1.68,55,Clear,HYD001,481.95,Medium
19-10-2022,17:58,Madhapur,Kukatpally,6.67,12.4,1.59,53,Cloudy,HYD002,254.93,Medium
19-10-2022,10:59,Banjara Hills,Charminar,8.67,17.19,1.59,93,Clear,HYD004,307.17,Medium
19-10-2022,14:43,Gachibowli,LB Nagar,32.0,83.28,2.12,86,Rain,HYD001,1331.86,High
19-10-2022,00:12,Begumpet,Ameerpet,2.38,4.3,1.69,91,Clear,HYD004,154.17,Low
19-10-2022,21:43,Begumpet,Charminar,14.63,28.05,1.17,47,Clear,HYD004,356.9,Low
19-10-2022,12:55,Ameerpet,LB Nagar,19.36,36.13,1.37,88,Clear,HYD003,507.48,Low
19-10-2022,10:22,Jubilee Hills,Madhapur,3.74,10.27,1.52,73,Cloudy,HYD005,178.68,Medium
19-10-2022,08:56,LB Nagar,Gachibowli,32.0,89.72,1.79,72,Clear,HYD005,1172.09,Medium
19-10-2022,23:50,Ameerpet,Banjara Hills,4.07,7.15,1.3,66,Clear,HYD001,156.79,Low
19-10-2022,16:48,Gachibowli,LB Nagar,30.83,85.85,1.65,80,Rain,HYD002,1020.9,Medium
19-10-2022,21:39,Hitech City,Secunderabad,16.14,48.94,1.32,95,Clear,HYD003,452.27,Low
19-10-2022,23:44,Secunderabad,Hitech City,15.53,41.46,1.17,81,Clear,HYD002,390.68,Low
19-10-2022,23:03,Ameerpet,Charminar,11.83,22.41,1.22,82,Clear,HYD004,303.57,Low
19-10-2022,10:23,Ameerpet,Hitech City,10.8,21.29,1.63,40,Cloudy,HYD002,392.05,Medium
19-10-2022,12:38,Madhapur,Hitech City,2.0,5.02,1.24,95,Cloudy,HYD005,106.98,Low
19-10-2022,07:50,Secunderabad,Begumpet,5.21,15.46,1.08,57,Cloudy,HYD001,160.15,Low
19-10-2022,06:06,Jubilee Hills,Kukatpally,8.08,17.01,1.25,74,Clear,HYD001,239.75,Low
19-10-2022,19:43,Hitech City,Jubilee Hills,4.79,11.07,2.56,60,Rain,HYD005,329.82,High
19-10-2022,17:47,Hitech City,Ameerpet,10.35,31.11,1.86,42,Cloudy,HYD005,437.46,Medium
19-10-2022,16:47,Ameerpet,LB Nagar,19.31,37.63,1.64,81,Rain,HYD005,593.84,Medium
19-10-2022,19:55,Begumpet,Jubilee Hills,9.07,19.72,1.62,67,Clear,HYD003,336.59,Medium
19-10-2022,13:24,Begumpet,Hitech City,12.91,24.99,1.37,49,Clear,HYD003,370.58,Low
19-10-2022,11:37,Hitech City,Miyapur,7.86,22.47,1.18,48,Cloudy,HYD002,232.73,Low
20-10-2022,20:47,Charminar,Hitech City,17.82,33.92,1.31,67,Clear,HYD002,457.44,Low
20-10-2022,19:53,Kukatpally,Hitech City,7.49,19.11,1.95,90,Clear,HYD004,359.35,Medium
20-10-2022,14:44,Banjara Hills,Gachibowli,14.68,34.17,1.31,43,Clear,HYD002,396.64,Low
20-10-2022,10:48,LB Nagar,Kukatpally,31.27,62.16,1.56,41,Clear,HYD003,925.69,Medium
20-10-2022,08:05,Miyapur,Charminar,24.87,43.06,2.65,42,Rain,HYD001,1267.84,High
20-10-2022,14:49,Madhapur,Begumpet,9.64,18.05,1.22,73,Cloudy,HYD004,253.95,Low
20-10-2022,23:50,Gachibowli,Begumpet,16.98,33.83,1.35,42,Cloudy,HYD004,458.7,Low
20-10-2022,09:48,Miyapur,Ameerpet,15.88,30.74,1.97,84,Clear,HYD005,621.45,Medium
20-10-2022,20:48,Gachibowli,Charminar,24.06,50.03,1.32,62,Cloudy,HYD005,608.88,Low
20-10-2022,18:43,Charminar,Begumpet,14.24,32.87,2.05,93,Clear,HYD004,618.68,High
20-10-2022,14:53,Ameerpet,Madhapur,8.65,20.13,1.22,63,Clear,HYD002,242.03,Low
20-10-2022,23:05,Ameerpet,Kukatpally,8.99,21.81,1.33,54,Clear,HYD002,272.43,Low
20-10-2022,20:57,Ameerpet,Miyapur,16.91,31.92,1.33,92,Clear,HYD004,446.59,Low
20-10-2022,22:36,Begumpet,Banjara Hills,4.95,12.59,1.25,76,Clear,HYD005,177.37,Low
20-10-2022,21:52,Madhapur,Secunderabad,15.62,28.85,1.1,86,Clear,HYD004,333.09,Low
20-10-2022,20:18,Banjara Hills,Miyapur,17.45,31.66,1.18,80,Cloudy,HYD004,412.83,Low
20-10-2022,06:05,Madhapur,LB Nagar,30.19,67.21,1.69,83,Rain,HYD004,945.46,Medium
20-10-2022,08:11,Jubilee Hills,Banjara Hills,5.89,16.76,1.64,59,Cloudy,HYD002,254.44,Medium
20-10-2022,11:45,Banjara Hills,Ameerpet,4.0,12.08,1.13,40,Cloudy,HYD003,134.75,Low
20-10-2022,08:57,Kukatpally,Ameerpet,9.69,19.9,1.87,89,Clear,HYD004,408.08,Medium
20-10-2022,07:38,Begumpet,Madhapur,10.45,30.82,1.39,71,Cloudy,HYD003,330.37,Low
20-10-2022,12:11,Begumpet,Ameerpet,2.42,5.65,1.3,69,Clear,HYD004,118.37,Low
20-10-2022,08:13,Kukatpally,Miyapur,9.11,20.69,2.19,94,Rain,HYD004,447.12,High
20-10-2022,08:12,Hitech City,Gachibowli,5.32,15.64,1.52,79,Cloudy,HYD005,217.07,Medium
20-10-2022,07:35,Miyapur,Hitech City,7.93,15.48,1.23,93,Clear,HYD003,219.6,Low
20-10-2022,11:12,Hitech City,Banjara Hills,11.96,32.57,1.29,65,Cloudy,HYD004,331.42,Low
20-10-2022,14:33,Secunderabad,LB Nagar,17.08,36.52,1.21,87,Clear,HYD005,415.92,Low
20-10-2022,19:43,Miyapur,Jubilee Hills,13.45,28.04,1.71,48,Clear,HYD004,494.4,Medium
20-10-2022,15:24,Banjara Hills,Madhapur,10.21,33.81,1.13,53,Clear,HYD003,277.08,Low
20-10-2022,19:51,Gachibowli,Begumpet,16.92,40.39,1.68,47,Clear,HYD005,585.79,Medium
21-10-2022,08:47,Miyapur,Jubilee Hills,12.1,35.42,1.62,74,Cloudy,HYD004,458.12,Medium
21-10-2022,17:34,Jubilee Hills,Miyapur,12.57,27.79,2.07,83,Clear,HYD001,573.39,High
21-10-2022,18:51,Ameerpet,Begumpet,2.63,7.16,2.0,66,Clear,HYD005,191.34,Medium
21-10-2022,14:53,Secunderabad,Charminar,13.33,39.76,1.91,71,Rain,HYD003,543.63,Medium
21-10-2022,07:45,Begumpet,Gachibowli,17.92,57.76,1.16,43,Clear,HYD002,455.01,Low
21-10-2022,19:13,Madhapur,Begumpet,10.87,23.56,1.76,45,Clear,HYD001,408.48,Medium
21-10-2022,12:00,Madhapur,Jubilee Hills,3.26,8.1,2.08,90,Rain,HYD005,224.52,High
21-10-2022,07:39,Hitech City,Kukatpally,6.93,13.43,1.33,61,Cloudy,HYD001,225.1,Low
21-10-2022,12:16,LB Nagar,Secunderabad,16.32,31.77,1.18,74,Clear,HYD002,398.35,Low
21-10-2022,15:07,Banjara Hills,Gachibowli,14.51,30.44,1.1,71,Clear,HYD001,335.77,Low
21-10-2022,21:48,Madhapur,Gachibowli,6.59,18.92,1.14,52,Cloudy,HYD003,193.81,Low
21-10-2022,00:26,Madhapur,Charminar,18.74,34.57,1.61,42,Clear,HYD004,578.03,Low
21-10-2022,08:27,Miyapur,Secunderabad,23.37,47.79,1.46,64,Cloudy,HYD002,673.14,Medium
21-10-2022,11:27,Secunderabad,Hitech City,17.03,37.73,1.23,63,Clear,HYD005,434.46,Low
21-10-2022,01:32,Miyapur,Begumpet,18.79,60.02,1.4,77,Cloudy,HYD002,543.2,Low
21-10-2022,08:29,Ameerpet,Charminar,13.86,24.31,1.57,47,Clear,HYD003,453.64,Medium
21-10-2022,14:24,Hitech City,Begumpet,13.15,27.33,1.33,83,Cloudy,HYD002,363.99,Low
21-10-2022,18:13,Madhapur,Gachibowli,5.95,11.39,2.09,41,Clear,HYD001,308.1,High
21-10-2022,12:45,Hitech City,Madhapur,2.0,5.06,1.4,83,Clear,HYD001,122.88,Low
21-10-2022,10:39,Banjara Hills,Secunderabad,8.42,18.71,1.59,85,Clear,HYD004,317.49,Medium
21-10-2022,11:43,LB Nagar,Ameerpet,18.82,45.87,1.11,40,Clear,HYD002,412.63,Low
